Date,Medication,sales person,Category,units_sold,Amount ($),Branch ID,Payment Method,Branch Name,Chicago District/Neighborhood,Population,Total Healthcare Centers,Median Income ($)
2022-02-13 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,7,123.28,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-13 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,7,125.02,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-13 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,5,94.5,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-13 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,2,32.46,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-13 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,4,71.9,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-13 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,8,118.51,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-14 0:00,ClearPath Health,Ethan Ross,Eye Drops,4,62.89,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-14 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,1,23.68,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-14 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,11,170.51,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-14 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,7,92.88,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-14 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,15,312.47,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-14 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,12,169.47,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-14 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,17,311.21,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-14 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,1,16.04,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-15 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,1,18.38,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-15 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,9,143.76,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-15 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,2,31.64,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-15 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,9,142.51,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-15 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,9,157.94,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-15 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,7,111.92,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-15 0:00,ClearPath Health,Ethan Ross,Eye Drops,5,87.95,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-15 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,2,30.96,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-15 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,7,116.75,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-15 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,5,81.43,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-16 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,5,94.45,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-16 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,6,107.47,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-16 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,5,94.78,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-16 0:00,ClearPath Health,Ethan Ross,Eye Drops,1,8.77,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-16 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,13,223.42,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-16 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,5,120.28,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-16 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,8,110.85,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-16 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,6,102.61,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-17 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,4,69.08,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-17 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,17,282.35,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-17 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,7,107.87,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-17 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,10,155.14,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-17 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,8,109.12,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-18 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,7,120.94,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-18 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,10,168.64,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-18 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,5,79.6,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-18 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,11,159.57,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-18 0:00,ClearPath Health,Michael Carter,Eye Drops,3,73.09,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-18 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,5,63.41,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-18 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,7,120.33,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-18 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,14,222.12,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-18 0:00,ClearPath Health,Sophia Brooks,Eye Drops,9,161.35,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-19 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,15,262.52,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-19 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,2,48.25,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-19 0:00,Healix 120 ml,Emily Harper,Cough Syrup,2,31.25,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-19 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,6,112.37,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-20 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,15,236.15,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-20 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,9,154.91,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-20 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,10,184.39,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-20 0:00,ClearPath Health,Michael Carter,Eye Drops,9,155.7,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-20 0:00,ClearPath Health,Ethan Ross,Eye Drops,10,164.84,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-20 0:00,ClearPath Health,Michael Carter,Eye Drops,18,195.1,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-20 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,8,81.36,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-20 0:00,ClearPath Health,Sophia Brooks,Eye Drops,3,52.96,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-20 0:00,Healix 120 ml,Emily Harper,Cough Syrup,7,113.33,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-21 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,4,63.97,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-21 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,7,125.75,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-21 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,5,64.33,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-21 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,20,353.87,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-21 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,14,319.69,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-21 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,2,33.53,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-21 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,2,26.91,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-21 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,8,197.83,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-21 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,10,175.79,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-21 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,7,128.53,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-21 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,11,184.1,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-22 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,9,145.46,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-22 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,13,238.19,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-22 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,14,224.71,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-22 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,7,121.25,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-22 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,10,189.76,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-22 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,4,66.59,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-22 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,1,15.76,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-22 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,1,17.81,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-22 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,12,202.31,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-23 0:00,Healix 120 ml,Michael Carter,Cough Syrup,4,69.8,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-23 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,6,93.38,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-23 0:00,ClearPath Health,Sophia Brooks,Eye Drops,6,97.81,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-23 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,4,63.04,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-23 0:00,ClearPath Health,Ethan Ross,Eye Drops,14,258.93,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-23 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,6,127.61,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-23 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,8,123.35,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-23 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,4,79.75,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-24 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,7,106.22,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-24 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,2,36.65,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-24 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,1,16.77,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-24 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,3,55.08,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-24 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,8,150.91,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-24 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,2,34.38,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-24 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,9,155.6,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-24 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,5,73.82,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-24 0:00,Healix 120 ml,Emily Harper,Cough Syrup,5,77.73,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-24 0:00,ClearPath Health,Grace Mitchell,Eye Drops,7,119.89,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-24 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,7,118.43,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-24 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,9,158.79,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-24 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,4,61.99,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-24 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,1,16.41,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-24 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,9,154.18,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-25 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,13,205.85,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-25 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,13,238.44,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-25 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,6,85.86,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-25 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,7,97.91,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-25 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,4,67.5,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-25 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,1,15.79,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-25 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,3,55.42,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-25 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,3,54.73,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-25 0:00,ClearPath Health,Grace Mitchell,Eye Drops,6,115.24,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-25 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,9,175.85,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-25 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,8,132.43,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-26 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,8,133.08,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-26 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,2,38.33,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-26 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,8,134.57,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-26 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,17,333.19,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-26 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,6,102.9,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-26 0:00,Relivion 500 mg,Grace Mitchell,Pain Relief Tablets,8,144.22,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-26 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,8,110.37,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-26 0:00,ClearPath Health,Sophia Brooks,Eye Drops,7,122.3,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-26 0:00,ClearPath Health,Emily Harper,Eye Drops,6,97.39,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-26 0:00,ClearPath Health,Daniel Hayes,Eye Drops,10,148,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-27 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,8,130.53,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-27 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,5,79.27,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-27 0:00,Healix 120 ml,Michael Carter,Cough Syrup,8,117.19,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-27 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,12,203.8,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-27 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,9,158.2,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-27 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,3,45.16,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-27 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,6,112.13,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-27 0:00,ClearPath Health,Sophia Brooks,Eye Drops,17,318.38,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-27 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,3,44.25,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-27 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,3,51.98,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-27 0:00,ClearPath Health,Grace Mitchell,Eye Drops,10,160.92,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-28 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,5,80.28,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-28 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,5,79.31,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-28 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,6,88.3,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-28 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,5,86.17,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-28 0:00,ClearPath Health,Emily Harper,Eye Drops,9,134.42,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-28 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,8,111.45,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-28 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,7,119.5,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-28 0:00,ClearPath Health,Emily Harper,Eye Drops,6,87.94,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-28 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,5,96.13,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-28 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,4,52.1,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-28 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,7,133.38,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-28 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,10,175.43,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-28 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,8,129.82,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-28 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,10,169.38,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-28 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,3,51.94,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-03-01 0:00,ClearPath Health,Sophia Brooks,Eye Drops,3,47.63,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-03-01 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,3,46.15,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-03-01 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,6,87.71,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-03-01 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,4,71.13,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-03-01 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,8,147.46,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-03-01 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,9,160.01,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-03-01 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,6,91.72,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-03-01 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,3,53.37,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-03-02 0:00,Healix 120 ml,Michael Carter,Cough Syrup,10,169.09,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-03-02 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,20,302.63,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-03-02 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,17,316.18,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-03-02 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,7,129.15,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-03-02 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,12,229.02,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-03-02 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,11,204.72,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-03-02 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,9,139.28,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-03-02 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,6,105.42,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-03-02 0:00,Healix 120 ml,Michael Carter,Cough Syrup,3,59.07,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-03-02 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,5,76.66,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-03-02 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,1,17.34,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-03-02 0:00,ClearPath Health,Grace Mitchell,Eye Drops,17,219.07,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
